date,bitcoin,btc,buy bitcoin,sell bitcoin,isPartial
2018-01-21 19:00:00,24,4,1,0,False
2018-01-21 20:00:00,25,4,1,0,False
2018-01-21 21:00:00,26,4,1,0,False
2018-01-21 22:00:00,26,5,1,0,False
2018-01-21 23:00:00,26,5,1,0,False
2018-01-22 00:00:00,27,5,1,0,False
2018-01-22 00:00:00,75,13,2,0,False
2018-01-22 01:00:00,71,13,2,0,False
2018-01-22 02:00:00,71,14,2,0,False
2018-01-22 03:00:00,72,15,2,0,False
2018-01-22 04:00:00,74,16,2,0,False
2018-01-22 05:00:00,72,17,2,0,False
2018-01-22 06:00:00,69,16,1,0,False
2018-01-22 07:00:00,67,16,1,0,False
2018-01-22 08:00:00,64,15,1,0,False
2018-01-22 09:00:00,61,14,1,0,False
2018-01-22 10:00:00,61,13,1,0,False
2018-01-22 11:00:00,63,13,1,0,False
2018-01-22 12:00:00,66,13,1,0,False
2018-01-22 13:00:00,82,14,1,0,False
2018-01-22 14:00:00,80,14,1,0,False
2018-01-22 15:00:00,84,14,1,0,False
2018-01-22 16:00:00,83,14,1,0,False
2018-01-22 17:00:00,80,13,1,0,False
2018-01-22 18:00:00,81,13,1,0,False
2018-01-22 19:00:00,83,13,1,0,False
2018-01-22 20:00:00,85,13,1,0,False
2018-01-22 21:00:00,100,15,2,0,False
2018-01-22 22:00:00,92,15,2,0,False
2018-01-22 23:00:00,85,15,2,0,False
2018-01-23 00:00:00,80,14,2,0,False
2018-01-23 01:00:00,77,14,2,0,False
2018-01-23 02:00:00,78,15,2,0,False
2018-01-23 03:00:00,77,16,2,0,False
2018-01-23 04:00:00,80,18,2,0,False
2018-01-23 05:00:00,85,19,2,0,False
2018-01-23 06:00:00,81,18,2,0,False
2018-01-23 07:00:00,77,17,1,0,False
2018-01-23 08:00:00,71,16,1,0,False
2018-01-23 09:00:00,67,14,1,0,False
2018-01-23 10:00:00,67,14,1,0,False
2018-01-23 11:00:00,73,14,1,0,False
2018-01-23 12:00:00,72,14,1,0,False
2018-01-23 13:00:00,71,13,1,0,False
2018-01-23 14:00:00,72,13,1,0,False
2018-01-23 15:00:00,71,12,1,0,False
2018-01-23 16:00:00,74,13,1,0,False
2018-01-23 17:00:00,72,13,1,0,False
2018-01-23 18:00:00,71,12,1,0,False
2018-01-23 19:00:00,71,12,1,0,False
2018-01-23 20:00:00,76,12,1,0,False
2018-01-23 21:00:00,80,12,2,0,False
2018-01-23 22:00:00,81,13,2,0,False
2018-01-23 23:00:00,85,14,2,0,False
2018-01-24 00:00:00,79,14,2,0,False
2018-01-24 01:00:00,75,14,2,0,False
2018-01-24 02:00:00,75,14,2,0,False
2018-01-24 03:00:00,75,15,2,0,False
2018-01-24 04:00:00,77,16,2,0,False
2018-01-24 05:00:00,77,17,2,0,False
2018-01-24 06:00:00,74,17,1,0,False
2018-01-24 07:00:00,69,16,1,0,False
2018-01-24 08:00:00,65,14,1,0,False
2018-01-24 09:00:00,61,13,1,0,False
2018-01-24 10:00:00,60,13,1,0,False
2018-01-24 11:00:00,62,13,1,0,False
2018-01-24 12:00:00,64,12,1,0,False
2018-01-24 13:00:00,64,12,1,0,False
2018-01-24 14:00:00,65,12,1,0,False
2018-01-24 15:00:00,66,12,1,0,False
2018-01-24 16:00:00,65,12,1,0,False
2018-01-24 17:00:00,65,11,1,0,False
2018-01-24 18:00:00,66,11,1,0,False
2018-01-24 19:00:00,66,11,1,0,False
2018-01-24 20:00:00,67,11,1,0,False
2018-01-24 21:00:00,71,11,2,0,False
2018-01-24 22:00:00,73,12,2,0,False
2018-01-24 23:00:00,71,12,2,0,False
2018-01-25 00:00:00,74,13,2,0,False
2018-01-25 01:00:00,68,13,2,0,False
2018-01-25 02:00:00,71,14,2,0,False
2018-01-25 03:00:00,71,15,2,0,False
2018-01-25 04:00:00,72,16,2,0,False
2018-01-25 05:00:00,70,17,2,0,False
2018-01-25 06:00:00,66,16,2,0,False
2018-01-25 07:00:00,62,15,1,0,False
2018-01-25 08:00:00,58,13,1,0,False
2018-01-25 09:00:00,56,13,1,0,False
2018-01-25 10:00:00,54,12,1,0,False
2018-01-25 11:00:00,57,12,1,0,False
2018-01-25 12:00:00,59,12,1,0,False
2018-01-25 13:00:00,59,11,1,0,False
2018-01-25 14:00:00,61,11,1,0,False
2018-01-25 15:00:00,62,11,1,0,False
2018-01-25 16:00:00,65,11,1,0,False
2018-01-25 17:00:00,67,11,1,0,False
2018-01-25 18:00:00,67,10,1,0,False
2018-01-25 19:00:00,66,10,1,0,False
2018-01-25 20:00:00,68,10,1,0,False
2018-01-25 21:00:00,71,11,2,0,False
2018-01-25 22:00:00,74,12,2,0,False
2018-01-25 23:00:00,76,12,2,0,False
