Timestamp,open,high,low,close,volume_btc,volume_currency,wtd_price,momfinal,pricemafinal,vixfinal,compound
2018-04-23 00:00:00,8781.7,8844.49,8771.22,8832.23,174.23,1535794.14,8814.96,,,,
2018-04-23 01:00:00,8819.9,8841.46,8805.09,8825.57,99.2,875512.35,8825.73,,,,
2018-04-23 02:00:00,8857.7,8868.08,8825.46,8850.99,165.36,1463396.35,8849.61,,,,
2018-04-23 03:00:00,8857.9,8877.4,8841.87,8876.52,146.88,1301329.33,8859.68,,,,
2018-04-23 04:00:00,8880.67,8886.56,8841.15,8849.98,176.84,1568507.02,8869.52,,,,
2018-04-23 05:00:00,8855.14,8862.42,8836.24,8851.76,76.49,676940.28,8849.82,,,,
2018-04-23 06:00:00,8879.0,8883.68,8850.01,8859.61,268.6,2379485.58,8858.89,,,,
2018-04-23 07:00:00,8896.8,8961.53,8888.05,8933.82,376.47,3362211.18,8930.94,,,,
2018-04-23 08:00:00,8934.05,8960.12,8921.75,8945.0,125.61,1123078.83,8940.78,,,,
2018-04-23 09:00:00,8906.36,8920.79,8850.34,8889.96,258.66,2297480.45,8882.17,,,,
2018-04-23 10:00:00,8901.2,8921.18,8852.79,8905.27,389.1,3459382.31,8890.76,,,,
2018-04-23 11:00:00,8898.83,8913.39,8876.6,8906.12,97.41,866755.72,8898.22,,,,
2018-04-23 12:00:00,8927.08,9006.39,8911.16,8978.07,463.14,4146656.76,8953.36,,,,
2018-04-23 13:00:00,8944.29,8950.0,8905.91,8932.32,141.89,1267511.23,8933.01,,,,
2018-04-23 14:00:00,8926.33,8934.5,8888.88,8905.88,238.71,2126601.6,8908.65,,,,
2018-04-23 15:00:00,8915.57,8939.31,8900.0,8906.17,161.46,1441051.24,8924.9,,,,
2018-04-23 16:00:00,8904.96,8935.08,8899.74,8921.0,64.35,574188.78,8922.54,,,,
2018-04-23 17:00:00,8916.0,8916.69,8866.99,8879.45,278.94,2481875.06,8897.56,,,,
2018-04-23 18:00:00,8893.53,8917.97,8882.7,8913.66,143.81,1279182.6,8894.88,,,,
2018-04-23 19:00:00,8906.02,8909.8,8860.0,8892.84,197.45,1753219.0,8879.13,,,,
2018-04-23 20:00:00,8849.98,8881.99,8829.32,8875.0,219.68,1945316.08,8855.24,,,,
2018-04-23 21:00:00,8939.02,8939.18,8912.29,8925.93,109.88,981181.34,8929.86,,,,
2018-04-23 22:00:00,8939.18,8950.0,8925.0,8938.69,102.07,911995.15,8935.09,,,,
2018-04-23 23:00:00,8931.59,8947.95,8916.84,8923.24,73.89,660075.22,8933.51,,,,
2018-04-24 00:00:00,8942.0,8983.93,8930.0,8983.92,423.47,3795658.09,8963.33,,,,
2018-04-24 01:00:00,9174.76,9181.74,9110.0,9174.0,420.0,3843060.21,9150.15,,,,
2018-04-24 02:00:00,9190.98,9234.1,9175.67,9188.59,285.43,2626912.46,9203.31,,,,
2018-04-24 03:00:00,9194.65,9200.0,9170.21,9193.42,204.03,1874728.76,9188.69,,,,
2018-04-24 04:00:00,9195.36,9230.0,9190.56,9215.98,112.0,1031855.82,9212.8,,,,
2018-04-24 05:00:00,9257.87,9270.0,9213.84,9221.46,382.01,3527651.67,9234.36,,,,
2018-04-24 06:00:00,9267.95,9286.55,9237.71,9245.34,212.14,1964557.46,9260.57,,,,
2018-04-24 07:00:00,9236.67,9244.62,9192.88,9218.0,395.53,3643414.14,9211.56,,,,
2018-04-24 08:00:00,9228.93,9255.0,9221.8,9246.84,123.63,1142313.04,9240.1,,,,
2018-04-24 09:00:00,9254.99,9283.6,9234.26,9256.72,319.29,2958106.57,9264.51,,,,
2018-04-24 10:00:00,9284.99,9303.3,9267.57,9299.4,472.81,4392679.69,9290.64,,,,
2018-04-24 11:00:00,9302.0,9338.9,9300.0,9324.34,365.62,3408951.52,9323.69,,,,
2018-04-24 12:00:00,9299.99,9336.74,9295.53,9329.98,283.37,2640075.75,9316.67,,,,
2018-04-24 13:00:00,9368.62,9373.48,9331.0,9361.32,367.54,3438378.12,9355.02,,,,
2018-04-24 14:00:00,9269.0,9320.72,9188.1,9272.69,1473.86,13616093.25,9238.41,,,,
2018-04-24 15:00:00,9296.99,9401.68,9292.21,9355.98,859.83,8056440.45,9369.81,,,,
2018-04-24 16:00:00,9362.24,9372.99,9340.0,9349.98,199.1,1862255.94,9353.38,,,,
2018-04-24 17:00:00,9344.54,9396.9,9330.81,9380.0,239.38,2241631.27,9364.22,,,,
2018-04-24 18:00:00,9407.63,9410.0,9357.02,9382.35,314.91,2955694.87,9385.7,,,,
2018-04-24 19:00:00,9398.18,9407.89,9301.0,9383.69,874.66,8191303.04,9365.08,,,,
2018-04-24 20:00:00,9462.51,9469.25,9415.01,9442.99,242.71,2292728.7,9446.55,,,,
2018-04-24 21:00:00,9452.39,9498.97,9447.35,9465.31,524.07,4964650.16,9473.35,,,,
2018-04-24 22:00:00,9471.06,9562.6,9460.61,9562.6,591.43,5621370.6,9504.69,,,,
2018-04-24 23:00:00,9570.01,9645.0,9536.63,9644.99,287.19,2754849.8,9592.31,,,,
2018-04-25 00:00:00,9648.36,9687.41,9573.7,9597.94,1038.81,9991929.4,9618.59,,,,
2018-04-25 01:00:00,9567.8,9634.28,9514.52,9622.05,448.02,4283275.39,9560.52,,,,
2018-04-25 02:00:00,9642.71,9730.0,9631.63,9676.39,462.82,4481831.83,9683.85,,,,
2018-04-25 03:00:00,9678.37,9724.99,9610.47,9639.62,658.28,6363929.15,9667.44,,,,
2018-04-25 04:00:00,9374.41,9538.29,9368.58,9446.01,1190.86,11282404.21,9474.13,,,,
2018-04-25 05:00:00,9302.17,9420.4,9261.89,9393.12,693.24,6474890.25,9340.08,,,,
2018-04-25 06:00:00,9391.01,9499.8,9370.81,9460.42,537.98,5084503.41,9451.06,,,,
2018-04-25 07:00:00,9430.3,9464.99,9414.78,9455.99,242.47,2289389.68,9442.0,,,,
2018-04-25 08:00:00,9416.0,9455.0,9358.19,9392.15,356.76,3358958.03,9415.08,,,1.3054899311433004,
2018-04-25 09:00:00,9307.57,9370.88,9301.7,9348.39,243.0,2269378.01,9338.93,,,0.4995482698998124,
2018-04-25 10:00:00,9300.2,9317.0,9156.95,9156.95,765.72,7066120.23,9228.04,,,1.765898834214168,
2018-04-25 11:00:00,9166.71,9187.96,9010.0,9045.17,703.21,6395979.23,9095.42,,,1.4785632227600911,
2018-04-25 12:00:00,9149.85,9227.08,9090.1,9099.47,630.42,5772831.28,9157.07,,,1.5483448367971533,
2018-04-25 13:00:00,9138.35,9167.98,9040.42,9059.51,621.1,5652236.73,9100.4,,,0.9247378816857975,
2018-04-25 14:00:00,9044.01,9063.23,8873.69,8873.69,1641.01,14664508.56,8936.27,,,1.5349208137955959,
2018-04-25 15:00:00,8901.06,8969.99,8850.6,8912.01,922.97,8224822.4,8911.28,,,1.2850453447125059,
2018-04-25 16:00:00,8964.9,8965.09,8853.12,8871.64,500.24,4452727.54,8901.18,,,1.3124344759351672,
2018-04-25 17:00:00,8914.08,9039.37,8909.0,9033.99,462.03,4150701.44,8983.6,,,2.4008736072357726,
2018-04-25 18:00:00,9049.74,9054.0,8980.0,9029.1,405.21,3648685.88,9004.5,,,2.0883122635367974,
2018-04-25 19:00:00,8992.23,9019.98,8958.28,8964.67,303.19,2727963.79,8997.53,,,1.610661185625966,
2018-04-25 20:00:00,8962.0,9058.18,8962.0,9050.72,455.23,4113347.93,9035.78,,,1.363363590213344,
2018-04-25 21:00:00,9078.59,9140.0,9047.93,9122.46,330.95,3013497.99,9105.51,,,0.697725031457464,
2018-04-25 22:00:00,9166.29,9175.0,9062.45,9093.4,752.75,6867710.0,9123.52,,,0.32277618196111946,
2018-04-25 23:00:00,8957.31,9003.56,8839.2,8839.2,607.87,5415182.06,8908.38,,,2.2828204998126926,
2018-04-26 00:00:00,8855.07,8857.38,8654.32,8687.3,1567.06,13723206.2,8757.32,,,2.1454280348003834,
2018-04-26 01:00:00,8800.42,8847.02,8720.81,8846.52,423.12,3717082.42,8784.99,,,2.3600107729303357,
2018-04-26 02:00:00,8755.82,8858.23,8755.82,8826.0,155.84,1374211.09,8817.94,,,2.1047015083280503,
2018-04-26 03:00:00,8851.9,8890.46,8824.34,8839.21,190.72,1689038.87,8856.14,,,1.51888113991011,
2018-04-26 04:00:00,8804.98,8884.25,8802.14,8860.01,340.23,3011137.59,8850.4,,,1.1423143651945404,
2018-04-26 05:00:00,8915.02,8960.0,8889.3,8900.92,440.43,3933391.59,8930.84,,,0.8442810745824065,
2018-04-26 06:00:00,8895.5,8936.18,8889.22,8891.97,226.06,2015077.83,8914.09,,,0.7921312842557799,
2018-04-26 07:00:00,8834.23,8850.0,8800.47,8815.0,371.0,3272872.53,8821.72,,,0.7772711829886482,
2018-04-26 08:00:00,8846.69,8883.16,8718.74,8747.48,692.75,6080820.59,8777.8,,,0.9072571489347255,
2018-04-26 09:00:00,8714.98,8761.21,8709.21,8713.41,336.74,2942234.02,8737.51,,,1.4293557731712925,
2018-04-26 10:00:00,8737.99,8850.34,8728.83,8850.34,540.79,4748369.44,8780.43,,,2.4374865855198844,
2018-04-26 11:00:00,8833.11,8915.0,8817.24,8846.5,386.11,3424630.86,8869.5,,,0.5877897979688762,
2018-04-26 12:00:00,8855.64,8934.0,8850.13,8883.56,308.86,2749709.19,8902.85,,,0.5231345791353071,
2018-04-26 13:00:00,8891.7,8891.7,8788.24,8831.6,359.97,3180662.4,8835.85,,,0.314351343964937,
2018-04-26 14:00:00,8819.88,8869.99,8765.02,8768.35,492.95,4340462.83,8805.15,,,0.3576506353653894,
2018-04-26 15:00:00,8810.67,8821.97,8761.08,8808.61,748.66,6589479.84,8801.73,,,0.6144130887286342,
