,compound,neg,neu,pos,published
9292,0.8616,0.0,0.768,0.232,2018-05-29T20:44:00.000+03:00
9293,0.8616,0.0,0.768,0.232,2018-05-29T20:44:00.000+03:00
9294,0.953,0.091,0.779,0.13,2018-05-29T20:42:00.000+03:00
9295,0.994,0.023,0.87,0.106,2018-05-29T20:40:00.000+03:00
9296,0.3506,0.101,0.803,0.096,2018-05-29T20:39:00.000+03:00
9297,-0.3818,0.076,0.879,0.045,2018-05-29T20:38:00.000+03:00
9298,0.3818,0.039,0.875,0.086,2018-05-29T20:38:00.000+03:00
9299,0.9943,0.025,0.867,0.108,2018-05-29T20:36:00.000+03:00
9300,0.9951,0.025,0.876,0.099,2018-05-29T20:35:00.000+03:00
9301,0.994,0.025,0.871,0.104,2018-05-29T20:34:00.000+03:00
9302,-0.1027,0.205,0.606,0.189,2018-05-29T20:33:00.000+03:00
9303,0.994,0.023,0.872,0.105,2018-05-29T20:33:00.000+03:00
9304,-0.0529,0.053,0.914,0.033,2018-05-29T20:33:00.000+03:00
9305,0.3612,0.0,0.902,0.098,2018-05-29T20:33:00.000+03:00
9306,0.0,0.0,1.0,0.0,2018-05-29T20:29:00.000+03:00
9307,0.0,0.0,0.0,0.0,2018-05-29T20:28:00.000+03:00
9308,0.8917,0.042,0.84,0.118,2018-05-29T20:26:00.000+03:00
9309,0.9874,0.007,0.809,0.185,2018-05-29T20:25:00.000+03:00
9310,-0.2263,0.083,0.917,0.0,2018-06-03T03:00:00.000+03:00
9311,0.9877,0.013,0.874,0.113,2018-06-03T03:00:00.000+03:00
9312,0.9749,0.026,0.887,0.087,2018-06-03T03:00:00.000+03:00
9313,0.9531,0.035,0.879,0.086,2018-06-03T03:00:00.000+03:00
9314,0.9977,0.055,0.811,0.135,2018-06-03T03:00:00.000+03:00
9315,0.9118,0.014,0.92,0.066,2018-06-03T03:00:00.000+03:00
9316,0.9253,0.017,0.916,0.067,2018-06-03T03:00:00.000+03:00
9317,0.1508,0.057,0.858,0.086,2018-06-03T03:00:00.000+03:00
9318,0.9629,0.012,0.9,0.088,2018-06-03T03:00:00.000+03:00
9319,0.9253,0.017,0.916,0.067,2018-06-03T03:00:00.000+03:00
9320,0.3065,0.049,0.866,0.085,2018-06-03T03:00:00.000+03:00
9321,0.0,0.0,1.0,0.0,2018-06-03T03:00:00.000+03:00
9322,0.975,0.019,0.799,0.182,2018-06-03T03:00:00.000+03:00
9323,-0.8677,0.152,0.817,0.031,2018-06-03T03:00:00.000+03:00
9324,0.9883,0.07,0.799,0.131,2018-06-03T03:00:00.000+03:00
9325,0.9306,0.018,0.909,0.073,2018-06-03T03:00:00.000+03:00
9326,0.9659,0.018,0.858,0.124,2018-06-03T03:00:00.000+03:00
9327,0.9955,0.019,0.853,0.128,2018-06-03T03:00:00.000+03:00
9328,0.9939,0.042,0.845,0.113,2018-06-03T03:00:00.000+03:00
9329,-0.3567,0.168,0.725,0.107,2018-06-03T02:54:00.000+03:00
9330,-0.0772,0.059,0.888,0.052,2018-06-03T02:53:00.000+03:00
9331,0.4404,0.0,0.861,0.139,2018-06-03T02:53:00.000+03:00
9332,-0.0931,0.108,0.806,0.086,2018-06-03T02:52:00.000+03:00
9333,-0.5518,0.123,0.762,0.115,2018-06-03T02:45:00.000+03:00
9334,0.7691,0.0,0.88,0.12,2018-06-03T02:36:00.000+03:00
9335,0.9538,0.021,0.899,0.08,2018-06-03T02:35:00.000+03:00
9336,0.0,0.0,1.0,0.0,2018-06-03T02:35:00.000+03:00
9337,0.9538,0.021,0.899,0.08,2018-06-03T02:35:00.000+03:00
9338,0.0,0.0,1.0,0.0,2018-06-03T02:34:00.000+03:00
9339,-0.6266,0.127,0.873,0.0,2018-06-03T02:33:00.000+03:00
9340,0.9599,0.024,0.858,0.118,2018-06-03T02:33:00.000+03:00
9341,0.5766,0.005,0.981,0.014,2018-06-03T02:30:00.000+03:00
9342,0.6486,0.005,0.977,0.018,2018-06-03T02:30:00.000+03:00
9343,0.9642,0.015,0.811,0.174,2018-06-03T02:29:00.000+03:00
9344,0.9939,0.009,0.904,0.087,2018-06-03T02:28:00.000+03:00
9345,0.7947,0.033,0.838,0.129,2018-06-03T02:22:00.000+03:00
9346,0.9578,0.034,0.719,0.248,2018-06-03T02:21:00.000+03:00
9347,0.9771,0.08,0.699,0.221,2018-06-03T02:19:00.000+03:00
9348,0.9997,0.074,0.751,0.175,2018-06-03T02:16:00.000+03:00
9349,0.8946,0.054,0.871,0.075,2018-06-03T02:12:00.000+03:00
9350,0.6377,0.055,0.752,0.193,2018-06-03T02:10:00.000+03:00
9351,0.8748,0.077,0.748,0.175,2018-06-03T02:08:00.000+03:00
9352,0.0772,0.144,0.704,0.152,2018-06-03T02:05:00.000+03:00
9353,0.3182,0.0,0.931,0.069,2018-06-03T02:02:00.000+03:00
9354,0.9805,0.0,0.793,0.207,2018-06-03T02:01:00.000+03:00
9355,0.0,0.0,1.0,0.0,2018-06-03T02:00:00.000+03:00
9356,0.9914,0.027,0.842,0.131,2018-06-03T01:55:00.000+03:00
9357,0.981,0.038,0.816,0.146,2018-06-03T01:51:00.000+03:00
9358,-0.2144,0.046,0.923,0.03,2018-06-03T01:50:00.000+03:00
9359,-0.2144,0.047,0.922,0.031,2018-06-03T01:50:00.000+03:00
9360,0.0,0.0,1.0,0.0,2018-06-03T01:47:00.000+03:00
9361,0.9879,0.0,0.894,0.106,2018-06-03T01:46:00.000+03:00
9362,0.659,0.0,0.769,0.231,2018-06-03T01:45:00.000+03:00
9363,0.0,0.0,1.0,0.0,2018-06-03T01:37:00.000+03:00
9364,0.128,0.009,0.981,0.01,2018-06-03T01:34:00.000+03:00
9365,0.9846,0.007,0.906,0.086,2018-06-03T01:34:00.000+03:00
9366,0.0,0.0,1.0,0.0,2018-06-03T01:34:00.000+03:00
9367,0.9828,0.012,0.904,0.084,2018-06-03T01:34:00.000+03:00
9368,0.8979,0.0,0.823,0.177,2018-06-03T01:33:00.000+03:00
9369,0.0,0.0,1.0,0.0,2018-06-03T01:33:00.000+03:00
9370,0.0,0.0,1.0,0.0,2018-06-03T01:31:00.000+03:00
9371,0.8074,0.024,0.874,0.102,2018-06-03T01:30:00.000+03:00
9372,0.8442,0.017,0.853,0.13,2018-06-03T01:30:00.000+03:00
9373,0.0,0.0,0.0,0.0,2018-06-03T01:29:00.000+03:00
9374,0.0,0.0,0.0,0.0,2018-06-03T01:28:00.000+03:00
9375,0.0,0.0,0.0,0.0,2018-06-03T01:26:00.000+03:00
9376,0.0,0.0,0.0,0.0,2018-06-03T01:25:00.000+03:00
9377,0.0,0.0,1.0,0.0,2018-06-03T01:25:00.000+03:00
9378,0.765,0.03,0.846,0.124,2018-06-03T01:24:00.000+03:00
9379,0.9803,0.033,0.805,0.162,2018-06-03T01:22:00.000+03:00
9380,0.0,0.0,1.0,0.0,2018-06-03T01:19:00.000+03:00
9381,0.9892,0.039,0.771,0.19,2018-06-03T01:18:00.000+03:00
9382,0.9892,0.039,0.771,0.19,2018-06-03T01:18:00.000+03:00
9383,0.9892,0.039,0.771,0.19,2018-06-03T01:18:00.000+03:00
9384,0.9892,0.039,0.771,0.19,2018-06-03T01:18:00.000+03:00
9385,0.9892,0.039,0.771,0.19,2018-06-03T01:18:00.000+03:00
9386,0.9892,0.039,0.771,0.19,2018-06-03T01:18:00.000+03:00
9387,0.9892,0.039,0.771,0.19,2018-06-03T01:18:00.000+03:00
9388,0.3612,0.004,0.987,0.009,2018-06-03T01:16:00.000+03:00
9389,-0.0516,0.052,0.948,0.0,2018-06-03T01:15:00.000+03:00
9390,0.0,0.0,0.0,0.0,2018-06-03T01:15:00.000+03:00
9391,0.1935,0.061,0.851,0.088,2018-06-03T01:15:00.000+03:00
9392,-0.9666,0.216,0.759,0.025,2018-06-03T01:14:00.000+03:00
9393,0.0,0.0,0.0,0.0,2018-06-03T01:13:00.000+03:00
9394,0.3368,0.038,0.928,0.034,2018-06-03T01:12:00.000+03:00
9395,0.9944,0.03,0.844,0.125,2018-06-03T01:11:00.000+03:00
9396,0.0,0.0,1.0,0.0,2018-06-03T01:06:00.000+03:00
9397,0.0,0.0,1.0,0.0,2018-06-03T01:05:00.000+03:00
9398,0.9852,0.019,0.861,0.12,2018-06-03T01:05:00.000+03:00
9399,0.8885,0.0,0.819,0.181,2018-06-03T01:03:00.000+03:00
9400,0.5411,0.024,0.909,0.067,2018-06-03T01:03:00.000+03:00
9401,0.8979,0.013,0.867,0.12,2018-06-03T01:02:00.000+03:00
9402,-0.9324,0.148,0.77,0.082,2018-06-03T01:02:00.000+03:00
9403,0.0,0.0,1.0,0.0,2018-06-03T01:01:00.000+03:00
9404,0.9997,0.083,0.734,0.183,2018-06-03T01:01:00.000+03:00
9405,0.9808,0.036,0.869,0.094,2018-06-03T01:00:00.000+03:00
9406,0.982,0.035,0.871,0.094,2018-06-03T01:00:00.000+03:00
9407,-0.9324,0.142,0.78,0.079,2018-06-03T00:55:00.000+03:00
9408,-0.4767,0.113,0.775,0.112,2018-06-03T00:54:00.000+03:00
9409,0.5994,0.0,0.871,0.129,2018-06-03T00:53:00.000+03:00
9410,0.9566,0.066,0.821,0.113,2018-05-14T19:46:00.000+03:00
9411,-0.9845,0.152,0.794,0.054,2018-05-14T19:44:00.000+03:00
9412,-0.6573,0.254,0.609,0.138,2018-05-14T19:41:00.000+03:00
9413,0.9686,0.0,0.782,0.218,2018-05-14T19:34:00.000+03:00
9414,0.9774,0.02,0.909,0.071,2018-05-14T19:33:00.000+03:00
9415,0.8625,0.0,0.531,0.469,2018-05-14T19:31:00.000+03:00
9416,0.0,0.0,1.0,0.0,2018-05-14T19:29:00.000+03:00
9417,0.7519,0.088,0.807,0.105,2018-05-14T19:26:00.000+03:00
9418,0.7519,0.088,0.807,0.105,2018-05-14T19:26:00.000+03:00
9419,0.6359,0.029,0.925,0.046,2018-05-14T19:25:00.000+03:00
9420,0.0,0.0,1.0,0.0,2018-05-14T19:25:00.000+03:00
9421,0.0,0.0,0.0,0.0,2018-05-14T19:25:00.000+03:00
9422,0.9752,0.034,0.72,0.246,2018-05-14T19:24:00.000+03:00
9423,0.0,0.0,1.0,0.0,2018-05-14T19:18:00.000+03:00
9424,0.8979,0.099,0.785,0.116,2018-05-14T19:16:00.000+03:00
9425,0.9885,0.0,0.852,0.148,2018-05-14T19:16:00.000+03:00
9426,0.9988,0.003,0.854,0.143,2018-05-14T19:15:00.000+03:00
9427,0.8108,0.021,0.928,0.051,2018-05-14T19:14:00.000+03:00
9428,-0.8261,0.162,0.759,0.079,2018-05-14T19:13:00.000+03:00
9429,-0.975,0.103,0.836,0.06,2018-05-14T19:09:00.000+03:00
9430,0.7506,0.024,0.903,0.074,2018-05-14T19:08:00.000+03:00
9431,0.9101,0.021,0.887,0.092,2018-05-14T19:08:00.000+03:00
9432,-0.1779,0.067,0.871,0.062,2018-05-14T19:07:00.000+03:00
9433,0.9913,0.024,0.857,0.12,2018-05-14T19:07:00.000+03:00
9434,0.9081,0.0,0.813,0.187,2018-05-14T19:07:00.000+03:00
9435,0.9795,0.015,0.864,0.121,2018-05-14T19:06:00.000+03:00
9436,0.9616,0.0,0.558,0.442,2018-05-14T19:05:00.000+03:00
9437,0.9753,0.01,0.868,0.122,2018-05-14T19:03:00.000+03:00
9438,-0.7717,0.046,0.942,0.012,2018-05-14T19:02:00.000+03:00
9439,-0.88,0.106,0.862,0.032,2018-05-14T19:00:00.000+03:00
9440,0.9549,0.0,0.766,0.234,2018-05-14T18:59:00.000+03:00
9441,0.9896,0.05,0.832,0.118,2018-05-14T18:55:00.000+03:00
9442,-0.9299,0.293,0.625,0.082,2018-05-14T18:55:00.000+03:00
9443,0.9501,0.0,0.878,0.122,2018-05-14T18:54:00.000+03:00
9444,0.0562,0.027,0.931,0.041,2018-05-14T18:53:00.000+03:00
9445,0.6369,0.0,0.931,0.069,2018-05-14T18:47:00.000+03:00
9446,0.7519,0.088,0.807,0.105,2018-05-14T18:46:00.000+03:00
9447,-0.9231,0.193,0.697,0.11,2018-05-14T18:40:00.000+03:00
9448,0.34,0.083,0.843,0.074,2018-05-14T18:40:00.000+03:00
9449,0.0,0.0,1.0,0.0,2018-05-14T18:39:00.000+03:00
9450,0.9217,0.0,0.87,0.13,2018-05-14T18:38:00.000+03:00
9451,0.8458,0.03,0.847,0.122,2018-05-14T18:36:00.000+03:00
9452,0.8225,0.04,0.806,0.154,2018-05-14T18:36:00.000+03:00
9453,0.9826,0.051,0.845,0.104,2018-05-14T18:35:00.000+03:00
9454,0.5086,0.055,0.811,0.134,2018-05-14T18:35:00.000+03:00
9455,0.9885,0.046,0.802,0.151,2018-05-14T18:33:00.000+03:00
9456,-0.6369,0.11,0.819,0.072,2018-05-14T18:27:00.000+03:00
9457,0.0,0.0,1.0,0.0,2018-05-14T18:27:00.000+03:00
9458,0.7519,0.088,0.807,0.105,2018-05-14T18:26:00.000+03:00
9459,0.7519,0.088,0.807,0.105,2018-05-14T18:26:00.000+03:00
9460,0.9414,0.019,0.845,0.136,2018-05-14T18:26:00.000+03:00
9461,0.4696,0.0,0.867,0.133,2018-05-14T18:26:00.000+03:00
9462,0.9766,0.023,0.803,0.174,2018-05-14T18:25:00.000+03:00
9463,0.9907,0.024,0.86,0.116,2018-05-14T18:21:00.000+03:00
9464,0.0,0.0,1.0,0.0,2018-05-14T18:21:00.000+03:00
9465,0.9803,0.021,0.852,0.126,2018-05-14T18:20:00.000+03:00
9466,-0.7665,0.081,0.861,0.058,2018-05-14T18:20:00.000+03:00
9467,0.9054,0.062,0.821,0.117,2018-05-14T18:19:00.000+03:00
9468,-0.9603,0.115,0.791,0.093,2018-05-14T18:19:00.000+03:00
9469,0.981,0.025,0.862,0.113,2018-05-14T18:19:00.000+03:00
9470,0.4588,0.0,0.852,0.148,2018-05-14T18:19:00.000+03:00
9471,0.9978,0.0,0.689,0.311,2018-05-14T18:19:00.000+03:00
9472,0.9649,0.0,0.805,0.195,2018-05-14T18:19:00.000+03:00
9473,0.7482,0.067,0.842,0.091,2018-05-14T18:18:00.000+03:00
9474,0.0,0.0,0.0,0.0,2018-05-14T18:17:00.000+03:00
9475,0.7801,0.078,0.785,0.137,2018-05-14T18:17:00.000+03:00
9476,0.9725,0.03,0.876,0.093,2018-05-14T18:14:00.000+03:00
9477,0.9911,0.021,0.85,0.129,2018-05-14T18:14:00.000+03:00
9478,0.9195,0.0,0.852,0.148,2018-05-14T18:12:00.000+03:00
9479,0.2755,0.108,0.766,0.126,2018-05-14T18:12:00.000+03:00
9480,0.8912,0.0,0.826,0.174,2018-05-14T18:11:00.000+03:00
9481,0.4456,0.068,0.813,0.119,2018-05-14T18:10:00.000+03:00
9482,0.9954,0.029,0.84,0.131,2018-05-14T18:10:00.000+03:00
9483,0.9524,0.073,0.817,0.109,2018-05-14T18:09:00.000+03:00
9484,0.9924,0.021,0.743,0.236,2018-05-14T18:08:00.000+03:00
9485,0.9885,0.02,0.83,0.15,2018-05-14T18:07:00.000+03:00
9486,0.9854,0.024,0.843,0.133,2018-05-14T18:07:00.000+03:00
9487,0.3818,0.0,0.915,0.085,2018-05-14T18:06:00.000+03:00
9488,0.7964,0.0,0.793,0.207,2018-05-14T18:06:00.000+03:00
9489,0.9536,0.071,0.828,0.101,2018-05-14T18:06:00.000+03:00
9490,0.0,0.0,1.0,0.0,2018-05-14T18:06:00.000+03:00
9491,-0.7506,0.237,0.763,0.0,2018-05-14T18:06:00.000+03:00
9492,-0.2885,0.189,0.625,0.186,2018-05-14T18:04:00.000+03:00
9493,-0.9918,0.166,0.815,0.019,2018-05-14T18:02:00.000+03:00
9494,-0.2076,0.17,0.724,0.107,2018-05-14T18:02:00.000+03:00
9495,0.7887,0.037,0.768,0.194,2018-05-14T18:02:00.000+03:00
9496,0.9993,0.041,0.832,0.127,2018-05-14T18:01:00.000+03:00
9497,0.9954,0.03,0.835,0.135,2018-05-14T18:00:00.000+03:00
9498,0.8924,0.0,0.885,0.115,2018-05-14T18:00:00.000+03:00
9499,0.0,0.0,1.0,0.0,2018-05-14T17:57:00.000+03:00
9500,0.0,0.0,1.0,0.0,2018-05-14T17:56:00.000+03:00
9501,-0.3164,0.16,0.84,0.0,2018-05-14T17:56:00.000+03:00
9502,-0.3919,0.055,0.878,0.068,2018-05-14T17:55:00.000+03:00
9503,0.9904,0.017,0.773,0.21,2018-05-14T17:55:00.000+03:00
9504,0.0,0.0,1.0,0.0,2018-05-14T17:55:00.000+03:00
9505,0.2732,0.0,0.977,0.023,2018-05-14T17:53:00.000+03:00
9506,-0.3164,0.16,0.84,0.0,2018-05-14T17:52:00.000+03:00
9507,0.9836,0.028,0.865,0.107,2018-05-14T17:50:00.000+03:00
9508,0.7964,0.0,0.912,0.088,2018-05-14T17:48:00.000+03:00
9509,0.0,0.0,1.0,0.0,2018-05-14T17:47:00.000+03:00
9510,0.3757,0.07,0.831,0.099,2018-05-15T19:00:00.000+03:00
9511,0.6249,0.0,0.549,0.451,2018-05-15T18:59:00.000+03:00
9512,0.0,0.0,1.0,0.0,2018-05-15T18:59:00.000+03:00
9513,0.7797,0.0,0.789,0.211,2018-05-15T18:57:00.000+03:00
9514,0.119,0.128,0.735,0.137,2018-05-15T18:54:00.000+03:00
9515,0.0,0.0,1.0,0.0,2018-05-15T18:54:00.000+03:00
9516,0.9051,0.035,0.883,0.082,2018-05-15T18:54:00.000+03:00
9517,0.34,0.052,0.867,0.081,2018-05-15T18:53:00.000+03:00
9518,0.9911,0.009,0.912,0.079,2018-05-15T18:50:00.000+03:00
9519,-0.1351,0.185,0.648,0.168,2018-05-15T18:49:00.000+03:00
9520,0.91,0.015,0.846,0.139,2018-05-15T18:49:00.000+03:00
9521,-0.1667,0.074,0.872,0.054,2018-05-15T18:49:00.000+03:00
9522,0.9943,0.019,0.853,0.129,2018-05-15T18:49:00.000+03:00
9523,0.0,0.0,1.0,0.0,2018-05-15T18:48:00.000+03:00
9524,0.0,0.0,1.0,0.0,2018-05-15T18:48:00.000+03:00
9525,0.1935,0.097,0.789,0.114,2018-05-15T18:47:00.000+03:00
9526,0.0,0.0,1.0,0.0,2018-05-15T18:46:00.000+03:00
9527,0.9595,0.024,0.79,0.186,2018-05-15T18:46:00.000+03:00
9528,0.802,0.0,0.851,0.149,2018-05-15T18:45:00.000+03:00
9529,0.7096,0.018,0.915,0.067,2018-05-15T18:43:00.000+03:00
9530,0.6416,0.0,0.909,0.091,2018-05-15T18:42:00.000+03:00
9531,0.0,0.0,1.0,0.0,2018-05-15T18:40:00.000+03:00
9532,0.6697,0.03,0.902,0.067,2018-05-15T18:37:00.000+03:00
9533,-0.9144,0.21,0.745,0.045,2018-05-15T18:33:00.000+03:00
9534,0.0,0.0,1.0,0.0,2018-05-15T18:32:00.000+03:00
9535,0.0,0.0,1.0,0.0,2018-05-15T18:31:00.000+03:00
9536,0.7455,0.069,0.852,0.079,2018-05-15T18:30:00.000+03:00
9537,0.9911,0.025,0.856,0.119,2018-05-15T18:25:00.000+03:00
9538,-0.813,0.144,0.817,0.039,2018-05-15T18:24:00.000+03:00
9539,0.9099,0.0,0.887,0.113,2018-05-15T18:21:00.000+03:00
9540,0.0,0.0,1.0,0.0,2018-05-15T18:21:00.000+03:00
9541,0.9869,0.004,0.907,0.089,2018-05-15T18:21:00.000+03:00
9542,-0.9583,0.095,0.828,0.077,2018-05-15T18:18:00.000+03:00
9543,0.9758,0.051,0.828,0.121,2018-05-15T18:14:00.000+03:00
9544,0.7917,0.034,0.9,0.066,2018-05-15T18:13:00.000+03:00
9545,0.0,0.0,1.0,0.0,2018-05-15T18:12:00.000+03:00
9546,0.992,0.025,0.849,0.126,2018-05-15T18:12:00.000+03:00
9547,0.992,0.025,0.849,0.126,2018-05-15T18:12:00.000+03:00
9548,0.9918,0.025,0.848,0.127,2018-05-15T18:12:00.000+03:00
9549,0.0,0.0,1.0,0.0,2018-05-15T18:10:00.000+03:00
9550,0.3182,0.0,0.962,0.038,2018-05-15T18:10:00.000+03:00
9551,0.4648,0.0,0.963,0.037,2018-05-15T18:09:00.000+03:00
9552,0.4648,0.0,0.963,0.037,2018-05-15T18:09:00.000+03:00
9553,0.4648,0.0,0.963,0.037,2018-05-15T18:09:00.000+03:00
9554,0.9371,0.0,0.849,0.151,2018-05-15T18:08:00.000+03:00
9555,0.0,0.0,0.0,0.0,2018-05-15T18:07:00.000+03:00
9556,0.9543,0.041,0.892,0.067,2018-05-15T18:07:00.000+03:00
9557,0.0,0.0,0.0,0.0,2018-05-15T18:07:00.000+03:00
9558,0.7369,0.045,0.875,0.08,2018-05-15T18:06:00.000+03:00
9559,0.7424,0.0,0.811,0.189,2018-05-15T18:03:00.000+03:00
9560,-0.7184,0.133,0.867,0.0,2018-05-15T18:03:00.000+03:00
9561,0.4404,0.0,0.947,0.053,2018-05-15T18:02:00.000+03:00
9562,0.9961,0.014,0.871,0.115,2018-05-15T18:01:00.000+03:00
9563,0.9064,0.031,0.866,0.104,2018-05-15T18:01:00.000+03:00
9564,-0.9547,0.098,0.83,0.072,2018-05-15T18:00:00.000+03:00
9565,0.4215,0.0,0.968,0.032,2018-05-15T18:00:00.000+03:00
9566,0.25,0.042,0.882,0.075,2018-05-15T17:57:00.000+03:00
9567,0.9062,0.022,0.908,0.07,2018-05-15T17:57:00.000+03:00
9568,0.7615,0.0,0.85,0.15,2018-05-15T17:57:00.000+03:00
9569,0.9725,0.0,0.687,0.313,2018-05-15T17:57:00.000+03:00
9570,0.9843,0.013,0.911,0.076,2018-05-15T17:53:00.000+03:00
9571,0.9594,0.019,0.878,0.103,2018-05-15T17:47:00.000+03:00
9572,0.8316,0.0,0.734,0.266,2018-05-15T17:45:00.000+03:00
9573,0.802,0.0,0.783,0.217,2018-05-15T17:41:00.000+03:00
9574,0.0,0.0,1.0,0.0,2018-05-15T17:41:00.000+03:00
9575,0.9738,0.012,0.88,0.108,2018-05-15T17:40:00.000+03:00
9576,0.7917,0.032,0.907,0.061,2018-05-15T17:40:00.000+03:00
9577,0.0,0.0,0.0,0.0,2018-05-15T17:37:00.000+03:00
9578,0.0,0.0,0.0,0.0,2018-05-15T17:37:00.000+03:00
9579,-0.4215,0.108,0.831,0.061,2018-05-15T17:37:00.000+03:00
9580,0.0,0.0,0.0,0.0,2018-05-15T17:36:00.000+03:00
9581,0.0,0.0,1.0,0.0,2018-05-15T17:36:00.000+03:00
9582,0.0,0.0,0.0,0.0,2018-05-15T17:36:00.000+03:00
9583,0.996,0.023,0.851,0.127,2018-05-15T17:34:00.000+03:00
9584,0.7917,0.033,0.903,0.064,2018-05-15T17:30:00.000+03:00
9585,0.9825,0.007,0.89,0.103,2018-05-15T17:29:00.000+03:00
9586,0.9895,0.0,0.793,0.207,2018-05-15T17:29:00.000+03:00
9587,0.7964,0.061,0.726,0.212,2018-05-15T17:28:00.000+03:00
9588,0.0,0.0,1.0,0.0,2018-05-15T17:27:00.000+03:00
9589,0.6124,0.0,0.914,0.086,2018-05-15T17:27:00.000+03:00
9590,0.0,0.0,1.0,0.0,2018-05-15T17:23:00.000+03:00
9591,0.9827,0.072,0.797,0.131,2018-05-15T17:18:00.000+03:00
9592,0.9654,0.0,0.908,0.092,2018-05-15T17:15:00.000+03:00
9593,0.9795,0.058,0.819,0.124,2018-05-15T17:15:00.000+03:00
9594,0.9918,0.054,0.836,0.11,2018-05-15T17:15:00.000+03:00
9595,0.998,0.032,0.866,0.102,2018-05-15T17:15:00.000+03:00
9596,0.5827,0.076,0.831,0.093,2018-05-15T17:13:00.000+03:00
9597,0.802,0.042,0.87,0.089,2018-05-15T17:12:00.000+03:00
9598,0.4648,0.0,0.963,0.037,2018-05-15T17:10:00.000+03:00
9599,0.4648,0.0,0.963,0.037,2018-05-15T17:10:00.000+03:00
9600,0.4648,0.0,0.963,0.037,2018-05-15T17:10:00.000+03:00
9601,0.4648,0.0,0.963,0.037,2018-05-15T17:10:00.000+03:00
9602,0.0,0.0,1.0,0.0,2018-05-15T17:08:00.000+03:00
9603,0.9569,0.079,0.801,0.12,2018-05-15T17:07:00.000+03:00
9604,0.7506,0.0,0.859,0.141,2018-05-15T17:06:00.000+03:00
9605,0.1779,0.034,0.92,0.046,2018-05-15T17:05:00.000+03:00
9606,0.0,0.0,1.0,0.0,2018-05-15T17:04:00.000+03:00
9607,-0.3202,0.115,0.776,0.109,2018-05-15T17:03:00.000+03:00
9608,0.4497,0.011,0.953,0.036,2018-05-15T17:03:00.000+03:00
9609,0.7184,0.102,0.677,0.221,2018-05-15T17:01:00.000+03:00
9610,-0.3628,0.109,0.749,0.142,2018-05-14T21:45:00.000+03:00
9611,0.0,0.0,1.0,0.0,2018-05-14T21:42:00.000+03:00
9612,0.7845,0.0,0.767,0.233,2018-05-14T21:42:00.000+03:00
9613,0.296,0.05,0.871,0.079,2018-05-14T21:42:00.000+03:00
9614,0.7178,0.0,0.833,0.167,2018-05-14T21:40:00.000+03:00
9615,0.675,0.093,0.699,0.208,2018-05-14T21:38:00.000+03:00
9616,0.9722,0.0,0.836,0.164,2018-05-14T21:38:00.000+03:00
9617,0.9617,0.025,0.871,0.105,2018-05-14T21:34:00.000+03:00
9618,0.9859,0.027,0.883,0.09,2018-05-14T21:30:00.000+03:00
9619,0.7469,0.025,0.908,0.067,2018-05-14T21:30:00.000+03:00
9620,0.9788,0.009,0.882,0.108,2018-05-14T21:27:00.000+03:00
9621,-0.2732,0.123,0.877,0.0,2018-05-14T21:27:00.000+03:00
9622,0.9123,0.071,0.827,0.102,2018-05-14T21:25:00.000+03:00
9623,0.9975,0.024,0.818,0.157,2018-05-14T21:21:00.000+03:00
9624,0.9826,0.0,0.721,0.279,2018-05-14T21:20:00.000+03:00
9625,0.9985,0.03,0.859,0.111,2018-05-14T21:19:00.000+03:00
9626,0.9622,0.0,0.795,0.205,2018-05-14T21:17:00.000+03:00
9627,0.9987,0.007,0.811,0.182,2018-05-14T21:17:00.000+03:00
9628,0.0,0.0,1.0,0.0,2018-05-14T21:15:00.000+03:00
9629,0.6486,0.0,0.945,0.055,2018-05-14T21:15:00.000+03:00
9630,0.4215,0.148,0.561,0.291,2018-05-14T21:14:00.000+03:00
9631,0.1053,0.091,0.828,0.08,2018-05-14T21:13:00.000+03:00
9632,-0.6081,0.035,0.942,0.023,2018-05-14T21:11:00.000+03:00
9633,-0.4507,0.106,0.814,0.079,2018-05-14T21:09:00.000+03:00
9634,0.0,0.0,1.0,0.0,2018-05-14T21:09:00.000+03:00
9635,0.7402,0.0,0.87,0.13,2018-05-14T21:08:00.000+03:00
9636,0.9757,0.009,0.917,0.074,2018-05-14T21:08:00.000+03:00
9637,0.7402,0.0,0.87,0.13,2018-05-14T21:08:00.000+03:00
9638,0.9994,0.011,0.855,0.135,2018-05-14T21:06:00.000+03:00
9639,0.9994,0.011,0.855,0.135,2018-05-14T21:06:00.000+03:00
9640,0.9638,0.0,0.836,0.164,2018-05-14T21:05:00.000+03:00
9641,0.5325,0.024,0.887,0.089,2018-05-14T21:04:00.000+03:00
9642,0.9964,0.045,0.846,0.11,2018-05-14T21:03:00.000+03:00
9643,0.9332,0.014,0.916,0.069,2018-05-14T21:03:00.000+03:00
9644,0.9537,0.028,0.893,0.079,2018-05-14T21:02:00.000+03:00
9645,0.3506,0.039,0.915,0.046,2018-05-14T21:02:00.000+03:00
9646,0.9967,0.007,0.903,0.09,2018-05-14T21:02:00.000+03:00
9647,-0.8779,0.301,0.56,0.139,2018-05-14T20:59:00.000+03:00
9648,0.9601,0.033,0.825,0.142,2018-05-14T20:57:00.000+03:00
9649,0.0,0.0,1.0,0.0,2018-05-14T20:54:00.000+03:00
9650,0.9141,0.055,0.806,0.139,2018-05-14T20:53:00.000+03:00
