,compound,neg,neu,pos,published
15831,0.0,0.0,0.0,0.0,2018-05-14T23:15:00.000+03:00
15832,0.0,0.0,1.0,0.0,2018-05-14T23:15:00.000+03:00
15833,0.7042,0.043,0.899,0.058,2018-05-14T23:14:00.000+03:00
15834,0.0772,0.0,0.96,0.04,2018-05-14T23:14:00.000+03:00
15835,0.2023,0.0,0.769,0.231,2018-05-14T23:13:00.000+03:00
15836,-0.3008,0.064,0.889,0.047,2018-05-14T23:12:00.000+03:00
15837,0.9633,0.017,0.897,0.086,2018-05-14T23:12:00.000+03:00
15838,0.7042,0.044,0.897,0.06,2018-05-14T23:12:00.000+03:00
15839,0.9279,0.062,0.706,0.232,2018-05-14T23:11:00.000+03:00
15840,0.5265,0.045,0.898,0.056,2018-05-14T23:09:00.000+03:00
15841,0.7281,0.0,0.91,0.09,2018-05-14T23:08:00.000+03:00
15842,0.9997,0.023,0.827,0.15,2018-05-14T23:07:00.000+03:00
15843,0.7519,0.088,0.807,0.105,2018-05-14T23:06:00.000+03:00
15844,0.5574,0.0,0.739,0.261,2018-05-14T23:05:00.000+03:00
15845,0.0,0.0,1.0,0.0,2018-05-14T23:04:00.000+03:00
15846,0.0,0.0,1.0,0.0,2018-05-14T23:04:00.000+03:00
15847,0.4588,0.0,0.947,0.053,2018-05-14T23:02:00.000+03:00
15848,0.2023,0.07,0.837,0.093,2018-05-14T23:01:00.000+03:00
15849,-0.6486,0.096,0.848,0.057,2018-05-14T23:01:00.000+03:00
15850,-0.9391,0.063,0.907,0.03,2018-05-14T23:00:00.000+03:00
15851,0.0,0.0,1.0,0.0,2018-05-14T22:59:00.000+03:00
15852,0.9963,0.003,0.837,0.16,2018-05-14T22:59:00.000+03:00
15853,-0.6808,0.149,0.798,0.053,2018-05-14T22:58:00.000+03:00
15854,-0.669,0.154,0.765,0.081,2018-05-14T22:58:00.000+03:00
15855,0.9917,0.024,0.899,0.077,2018-05-14T22:57:00.000+03:00
15856,0.9712,0.0,0.805,0.195,2018-05-14T22:57:00.000+03:00
15857,0.7281,0.0,0.91,0.09,2018-05-14T22:56:00.000+03:00
15858,0.0,0.0,1.0,0.0,2018-05-14T22:56:00.000+03:00
15859,0.0,0.0,1.0,0.0,2018-05-14T22:55:00.000+03:00
15860,0.2732,0.0,0.811,0.189,2018-05-14T22:54:00.000+03:00
15861,-0.6322,0.155,0.845,0.0,2018-05-14T22:54:00.000+03:00
15862,0.0,0.0,1.0,0.0,2018-05-14T22:53:00.000+03:00
15863,0.9556,0.017,0.878,0.104,2018-05-14T22:53:00.000+03:00
15864,0.5106,0.0,0.548,0.452,2018-05-14T22:52:00.000+03:00
15865,0.091,0.043,0.908,0.049,2018-05-14T22:51:00.000+03:00
15866,0.6249,0.0,0.936,0.064,2018-05-14T22:49:00.000+03:00
15867,0.915,0.052,0.878,0.07,2018-05-14T22:48:00.000+03:00
15868,0.2023,0.071,0.835,0.094,2018-05-14T22:48:00.000+03:00
15869,0.2558,0.072,0.84,0.088,2018-05-14T22:46:00.000+03:00
15870,0.0,0.0,1.0,0.0,2018-05-14T22:44:00.000+03:00
15871,0.9928,0.033,0.86,0.107,2018-05-14T22:44:00.000+03:00
15872,0.0,0.0,1.0,0.0,2018-05-14T22:41:00.000+03:00
15873,0.2753,0.083,0.805,0.112,2018-05-14T22:41:00.000+03:00
15874,0.9722,0.0,0.836,0.164,2018-05-14T22:40:00.000+03:00
15875,-0.6546,0.167,0.722,0.111,2018-05-14T22:37:00.000+03:00
15876,0.5526,0.075,0.779,0.146,2018-05-14T22:36:00.000+03:00
15877,0.8074,0.046,0.834,0.12,2018-05-14T22:36:00.000+03:00
15878,0.7351,0.0,0.837,0.163,2018-05-14T22:36:00.000+03:00
15879,0.5984,0.063,0.818,0.119,2018-05-14T22:36:00.000+03:00
15880,0.0,0.0,1.0,0.0,2018-05-14T22:33:00.000+03:00
15881,-0.2617,0.04,0.935,0.025,2018-05-14T22:32:00.000+03:00
15882,0.9659,0.018,0.858,0.124,2018-05-14T22:30:00.000+03:00
15883,0.9829,0.016,0.856,0.128,2018-05-14T22:29:00.000+03:00
15884,0.9997,0.01,0.852,0.137,2018-05-14T22:27:00.000+03:00
15885,0.4215,0.078,0.736,0.186,2018-05-14T22:26:00.000+03:00
15886,0.7256,0.0,0.836,0.164,2018-05-14T22:25:00.000+03:00
15887,-0.2417,0.074,0.834,0.092,2018-05-14T22:24:00.000+03:00
15888,0.0,0.0,1.0,0.0,2018-05-14T22:23:00.000+03:00
15889,0.4404,0.0,0.929,0.071,2018-05-14T22:16:00.000+03:00
15890,0.0,0.0,1.0,0.0,2018-05-14T22:15:00.000+03:00
15891,0.9378,0.058,0.873,0.069,2018-05-14T22:15:00.000+03:00
15892,0.6486,0.0,0.919,0.081,2018-05-14T22:14:00.000+03:00
15893,0.9956,0.0,0.763,0.237,2018-05-14T22:12:00.000+03:00
15894,0.6486,0.0,0.897,0.103,2018-05-14T22:10:00.000+03:00
15895,0.3919,0.059,0.837,0.104,2018-05-14T22:09:00.000+03:00
15896,0.352,0.064,0.862,0.073,2018-05-14T22:09:00.000+03:00
15897,0.7941,0.064,0.778,0.158,2018-05-14T22:07:00.000+03:00
15898,0.9819,0.029,0.84,0.131,2018-05-14T22:03:00.000+03:00
15899,0.0,0.0,1.0,0.0,2018-05-14T22:02:00.000+03:00
15900,0.9988,0.052,0.813,0.134,2018-05-14T22:01:00.000+03:00
15901,0.0,0.0,1.0,0.0,2018-05-14T22:01:00.000+03:00
15902,0.9922,0.01,0.866,0.125,2018-05-14T21:59:00.000+03:00
15903,0.8936,0.034,0.755,0.21,2018-05-14T21:59:00.000+03:00
15904,0.0,0.0,1.0,0.0,2018-05-14T21:58:00.000+03:00
15905,0.4019,0.0,0.886,0.114,2018-05-14T21:57:00.000+03:00
15906,0.7391,0.085,0.775,0.14,2018-05-14T21:55:00.000+03:00
15907,0.0,0.0,1.0,0.0,2018-05-14T21:51:00.000+03:00
15908,0.0,0.0,1.0,0.0,2018-05-14T21:49:00.000+03:00
15909,-0.9534,0.106,0.812,0.082,2018-05-14T21:45:00.000+03:00
15910,0.0,0.0,1.0,0.0,2018-06-02T18:16:00.000+03:00
15911,0.6908,0.0,0.767,0.233,2018-06-02T18:14:00.000+03:00
15912,0.9733,0.026,0.826,0.148,2018-06-02T18:13:00.000+03:00
15913,0.9894,0.01,0.775,0.216,2018-06-02T18:13:00.000+03:00
15914,0.9982,0.0,0.585,0.415,2018-06-02T18:11:00.000+03:00
15915,-0.9024,0.16,0.779,0.061,2018-06-02T18:11:00.000+03:00
15916,0.9476,0.013,0.911,0.076,2018-06-02T18:03:00.000+03:00
15917,0.9909,0.018,0.875,0.107,2018-06-02T18:01:00.000+03:00
15918,0.9749,0.051,0.655,0.295,2018-06-02T18:00:00.000+03:00
15919,0.9823,0.0,0.701,0.299,2018-06-02T17:58:00.000+03:00
15920,0.2714,0.024,0.934,0.042,2018-06-02T17:57:00.000+03:00
15921,0.2714,0.024,0.934,0.042,2018-06-02T17:57:00.000+03:00
15922,0.2714,0.024,0.934,0.042,2018-06-02T17:57:00.000+03:00
15923,0.2714,0.024,0.934,0.042,2018-06-02T17:57:00.000+03:00
15924,0.0,0.0,1.0,0.0,2018-06-02T17:56:00.000+03:00
15925,0.9151,0.0,0.765,0.235,2018-06-02T17:55:00.000+03:00
15926,0.8541,0.018,0.864,0.118,2018-06-02T17:40:00.000+03:00
15927,0.2481,0.0,0.938,0.062,2018-06-02T17:40:00.000+03:00
15928,0.9659,0.018,0.858,0.124,2018-06-02T17:36:00.000+03:00
15929,0.0,0.0,0.0,0.0,2018-06-02T17:36:00.000+03:00
15930,-0.942,0.326,0.641,0.033,2018-06-02T17:34:00.000+03:00
15931,0.8016,0.0,0.719,0.281,2018-06-02T17:34:00.000+03:00
15932,0.0,0.0,0.0,0.0,2018-06-02T17:33:00.000+03:00
15933,0.2963,0.064,0.865,0.071,2018-06-02T17:29:00.000+03:00
15934,-0.1779,0.157,0.681,0.162,2018-06-02T17:28:00.000+03:00
15935,0.3313,0.0,0.96,0.04,2018-06-02T17:27:00.000+03:00
15936,-0.6354,0.077,0.851,0.072,2018-06-02T17:23:00.000+03:00
15937,0.8271,0.0,0.847,0.153,2018-06-02T17:23:00.000+03:00
15938,-0.917,0.34,0.66,0.0,2018-06-02T17:18:00.000+03:00
15939,0.0,0.0,1.0,0.0,2018-06-02T17:15:00.000+03:00
15940,-0.5932,0.105,0.825,0.071,2018-06-02T17:15:00.000+03:00
15941,0.9131,0.1,0.774,0.127,2018-06-02T17:14:00.000+03:00
15942,0.7345,0.014,0.932,0.053,2018-06-02T17:13:00.000+03:00
15943,0.9915,0.023,0.811,0.166,2018-06-02T17:12:00.000+03:00
15944,0.9306,0.037,0.642,0.321,2018-06-02T17:11:00.000+03:00
15945,0.0,0.0,1.0,0.0,2018-06-02T17:08:00.000+03:00
15946,0.5106,0.03,0.881,0.089,2018-06-02T17:04:00.000+03:00
15947,0.7971,0.06,0.783,0.157,2018-06-02T17:02:00.000+03:00
15948,0.5106,0.07,0.704,0.225,2018-06-02T16:50:00.000+03:00
15949,0.1779,0.0,0.904,0.096,2018-06-02T16:50:00.000+03:00
15950,0.0,0.0,1.0,0.0,2018-06-02T16:47:00.000+03:00
15951,0.705,0.041,0.783,0.176,2018-06-02T16:44:00.000+03:00
15952,-0.8271,0.204,0.796,0.0,2018-06-02T16:43:00.000+03:00
15953,-0.4019,0.114,0.886,0.0,2018-06-02T16:37:00.000+03:00
15954,0.0,0.0,1.0,0.0,2018-06-02T16:31:00.000+03:00
15955,0.9902,0.015,0.87,0.115,2018-06-02T16:27:00.000+03:00
15956,-0.6848,0.116,0.807,0.077,2018-06-02T16:23:00.000+03:00
15957,0.4201,0.0,0.782,0.218,2018-06-02T16:19:00.000+03:00
15958,0.0,0.0,1.0,0.0,2018-06-02T16:17:00.000+03:00
15959,0.0,0.0,1.0,0.0,2018-06-02T16:15:00.000+03:00
15960,0.4404,0.054,0.875,0.071,2018-06-02T16:12:00.000+03:00
15961,0.0,0.0,1.0,0.0,2018-06-02T16:09:00.000+03:00
15962,0.6862,0.0,0.922,0.078,2018-06-02T16:07:00.000+03:00
15963,0.3818,0.0,0.906,0.094,2018-06-02T16:01:00.000+03:00
15964,0.3818,0.0,0.906,0.094,2018-06-02T15:59:00.000+03:00
15965,-0.296,0.037,0.963,0.0,2018-06-02T15:58:00.000+03:00
15966,0.6369,0.0,0.915,0.085,2018-06-02T15:50:00.000+03:00
15967,0.0,0.0,1.0,0.0,2018-06-02T15:48:00.000+03:00
15968,-0.2359,0.071,0.877,0.052,2018-06-02T15:39:00.000+03:00
15969,0.796,0.0,0.864,0.136,2018-06-02T15:39:00.000+03:00
15970,-0.1356,0.117,0.777,0.106,2018-06-02T15:39:00.000+03:00
15971,0.0,0.0,0.0,0.0,2018-06-02T15:37:00.000+03:00
15972,0.9786,0.008,0.902,0.09,2018-06-02T15:32:00.000+03:00
15973,0.9979,0.013,0.872,0.116,2018-06-02T15:31:00.000+03:00
15974,0.8992,0.011,0.895,0.094,2018-06-02T15:25:00.000+03:00
15975,0.0,0.0,0.0,0.0,2018-06-02T15:24:00.000+03:00
15976,0.8992,0.011,0.895,0.094,2018-06-02T15:24:00.000+03:00
15977,0.0,0.0,1.0,0.0,2018-06-02T15:23:00.000+03:00
15978,0.9916,0.045,0.837,0.118,2018-06-02T15:21:00.000+03:00
15979,0.3612,0.0,0.929,0.071,2018-06-02T15:21:00.000+03:00
15980,0.3612,0.0,0.889,0.111,2018-06-02T15:16:00.000+03:00
15981,0.6369,0.023,0.902,0.076,2018-06-02T15:14:00.000+03:00
15982,0.0,0.0,1.0,0.0,2018-06-02T15:14:00.000+03:00
15983,0.7672,0.024,0.839,0.137,2018-06-02T15:02:00.000+03:00
15984,0.9712,0.0,0.913,0.087,2018-06-02T15:00:00.000+03:00
15985,0.8384,0.011,0.911,0.078,2018-06-02T14:56:00.000+03:00
15986,0.0,0.0,0.0,0.0,2018-06-02T14:52:00.000+03:00
15987,0.6124,0.02,0.917,0.063,2018-06-02T14:51:00.000+03:00
15988,0.0,0.0,1.0,0.0,2018-06-02T14:50:00.000+03:00
15989,0.0,0.0,1.0,0.0,2018-06-02T14:49:00.000+03:00
15990,0.0,0.0,0.0,0.0,2018-06-02T14:47:00.000+03:00
15991,0.9979,0.01,0.877,0.113,2018-06-02T14:46:00.000+03:00
15992,0.9161,0.018,0.831,0.151,2018-06-02T14:43:00.000+03:00
15993,0.2263,0.095,0.811,0.094,2018-06-02T14:41:00.000+03:00
15994,0.9978,0.01,0.879,0.111,2018-06-02T14:38:00.000+03:00
15995,0.3933,0.1,0.754,0.146,2018-06-02T14:37:00.000+03:00
15996,0.9977,0.01,0.879,0.111,2018-06-02T14:35:00.000+03:00
15997,0.9979,0.013,0.873,0.115,2018-06-02T14:30:00.000+03:00
15998,0.9985,0.009,0.876,0.115,2018-06-02T14:30:00.000+03:00
15999,0.9979,0.01,0.878,0.112,2018-06-02T14:30:00.000+03:00
16000,0.9656,0.0,0.852,0.148,2018-06-02T14:29:00.000+03:00
16001,0.9659,0.018,0.858,0.124,2018-06-02T14:25:00.000+03:00
16002,0.0516,0.046,0.903,0.05,2018-06-02T14:23:00.000+03:00
16003,0.9884,0.045,0.868,0.087,2018-06-02T14:22:00.000+03:00
16004,0.0,0.0,1.0,0.0,2018-06-02T14:19:00.000+03:00
16005,0.7972,0.065,0.823,0.113,2018-06-02T14:16:00.000+03:00
16006,0.0,0.0,1.0,0.0,2018-06-02T14:10:00.000+03:00
16007,0.7897,0.024,0.863,0.113,2018-06-02T14:09:00.000+03:00
16008,0.5805,0.043,0.903,0.054,2018-06-02T14:07:00.000+03:00
16009,0.8481,0.012,0.947,0.041,2018-06-02T14:07:00.000+03:00
16010,0.9785,0.052,0.869,0.079,2018-06-04T07:00:00.000+03:00
16011,0.0,0.0,1.0,0.0,2018-06-04T07:00:00.000+03:00
16012,-0.6705,0.087,0.872,0.041,2018-06-04T06:50:00.000+03:00
16013,0.0,0.0,1.0,0.0,2018-06-04T06:49:00.000+03:00
16014,-0.7579,0.028,0.961,0.011,2018-06-04T06:48:00.000+03:00
16015,-0.1779,0.019,0.966,0.014,2018-06-04T06:48:00.000+03:00
16016,0.0,0.0,1.0,0.0,2018-06-04T06:48:00.000+03:00
16017,-0.4404,0.02,0.969,0.011,2018-06-04T06:48:00.000+03:00
16018,-0.4404,0.02,0.969,0.011,2018-06-04T06:48:00.000+03:00
16019,0.9767,0.0,0.678,0.322,2018-06-04T06:47:00.000+03:00
16020,0.5916,0.0,0.931,0.069,2018-06-04T06:47:00.000+03:00
16021,0.0,0.0,1.0,0.0,2018-06-04T06:44:00.000+03:00
16022,0.9898,0.034,0.821,0.145,2018-06-04T06:42:00.000+03:00
16023,0.743,0.0,0.769,0.231,2018-06-04T06:37:00.000+03:00
16024,0.7351,0.0,0.846,0.154,2018-06-04T06:36:00.000+03:00
16025,0.4905,0.159,0.649,0.192,2018-06-04T06:32:00.000+03:00
16026,0.9902,0.035,0.825,0.141,2018-06-04T06:31:00.000+03:00
16027,0.8384,0.027,0.873,0.101,2018-06-04T06:28:00.000+03:00
16028,0.7414,0.041,0.788,0.171,2018-06-04T06:20:00.000+03:00
16029,0.0644,0.067,0.83,0.104,2018-06-04T06:20:00.000+03:00
16030,-0.2732,0.258,0.533,0.209,2018-06-04T06:15:00.000+03:00
16031,0.6369,0.0,0.919,0.081,2018-06-04T06:13:00.000+03:00
16032,0.7345,0.039,0.887,0.074,2018-06-04T06:12:00.000+03:00
16033,0.0,0.0,1.0,0.0,2018-06-04T06:05:00.000+03:00
16034,0.858,0.024,0.895,0.081,2018-06-04T06:03:00.000+03:00
16035,-0.4019,0.213,0.787,0.0,2018-06-04T06:01:00.000+03:00
16036,0.8689,0.048,0.859,0.093,2018-06-04T06:01:00.000+03:00
16037,-0.7684,0.109,0.803,0.088,2018-06-04T06:00:00.000+03:00
16038,-0.7684,0.11,0.8,0.089,2018-06-04T06:00:00.000+03:00
16039,-0.4019,0.213,0.787,0.0,2018-06-04T05:57:00.000+03:00
16040,0.0,0.0,1.0,0.0,2018-06-04T05:56:00.000+03:00
16041,0.6597,0.0,0.795,0.205,2018-06-04T05:45:00.000+03:00
16042,0.0,0.0,1.0,0.0,2018-06-04T05:44:00.000+03:00
16043,0.0,0.0,1.0,0.0,2018-06-04T05:39:00.000+03:00
16044,-0.5574,0.177,0.724,0.099,2018-06-04T05:38:00.000+03:00
16045,0.9986,0.007,0.834,0.159,2018-06-04T05:30:00.000+03:00
16046,0.5106,0.0,0.925,0.075,2018-06-04T05:21:00.000+03:00
16047,-0.6369,0.161,0.839,0.0,2018-06-04T05:18:00.000+03:00
16048,0.5245,0.053,0.823,0.123,2018-06-04T05:18:00.000+03:00
16049,0.9942,0.004,0.833,0.163,2018-06-04T05:12:00.000+03:00
16050,0.9428,0.0,0.731,0.269,2018-06-04T05:10:00.000+03:00
16051,0.0,0.0,1.0,0.0,2018-06-04T05:08:00.000+03:00
16052,0.9819,0.0,0.869,0.131,2018-06-04T05:03:00.000+03:00
16053,-0.8735,0.139,0.787,0.074,2018-06-04T04:57:00.000+03:00
16054,0.6238,0.051,0.756,0.193,2018-06-04T04:55:00.000+03:00
16055,0.9804,0.065,0.843,0.092,2018-06-04T04:48:00.000+03:00
16056,0.25,0.033,0.911,0.056,2018-06-04T04:47:00.000+03:00
16057,0.0,0.0,0.0,0.0,2018-06-04T04:45:00.000+03:00
16058,0.0,0.0,0.0,0.0,2018-06-04T04:45:00.000+03:00
16059,0.0601,0.021,0.961,0.017,2018-06-04T04:44:00.000+03:00
16060,0.9994,0.032,0.812,0.156,2018-06-04T04:40:00.000+03:00
16061,-0.3182,0.232,0.663,0.105,2018-06-04T04:40:00.000+03:00
16062,0.8331,0.025,0.85,0.125,2018-06-04T04:40:00.000+03:00
16063,-0.3182,0.232,0.663,0.105,2018-06-04T04:37:00.000+03:00
16064,0.3612,0.0,0.907,0.093,2018-06-04T04:36:00.000+03:00
16065,0.6996,0.0,0.823,0.177,2018-06-04T04:35:00.000+03:00
16066,-0.8899,0.142,0.801,0.057,2018-06-04T04:34:00.000+03:00
16067,0.1027,0.116,0.759,0.125,2018-06-04T04:33:00.000+03:00
16068,-0.6203,0.054,0.908,0.038,2018-06-04T04:30:00.000+03:00
16069,0.7603,0.005,0.974,0.021,2018-06-04T04:29:00.000+03:00
16070,-0.3751,0.023,0.962,0.015,2018-06-04T04:28:00.000+03:00
16071,0.0772,0.01,0.98,0.01,2018-06-04T04:28:00.000+03:00
16072,0.9131,0.008,0.9,0.092,2018-06-04T04:24:00.000+03:00
16073,0.0,0.0,0.0,0.0,2018-06-04T03:52:00.000+03:00
16074,0.2732,0.119,0.693,0.188,2018-06-04T03:51:00.000+03:00
16075,0.1165,0.033,0.929,0.037,2018-06-04T03:41:00.000+03:00
16076,0.8246,0.0,0.909,0.091,2018-06-04T03:38:00.000+03:00
16077,0.9865,0.014,0.75,0.237,2018-06-04T03:29:00.000+03:00
16078,0.0,0.0,1.0,0.0,2018-06-04T03:28:00.000+03:00
16079,0.0,0.0,1.0,0.0,2018-06-04T03:28:00.000+03:00
16080,0.0,0.0,1.0,0.0,2018-06-04T03:22:00.000+03:00
16081,-0.5719,0.096,0.904,0.0,2018-06-04T03:19:00.000+03:00
16082,-0.9913,0.103,0.856,0.041,2018-06-04T03:19:00.000+03:00
16083,0.9935,0.021,0.865,0.114,2018-06-04T03:18:00.000+03:00
16084,0.0,0.0,1.0,0.0,2018-06-04T03:18:00.000+03:00
16085,0.9692,0.02,0.758,0.222,2018-06-04T03:11:00.000+03:00
16086,0.9062,0.0,0.745,0.255,2018-06-04T03:11:00.000+03:00
16087,0.2307,0.027,0.928,0.045,2018-06-04T03:04:00.000+03:00
16088,0.4404,0.021,0.913,0.065,2018-06-04T03:00:00.000+03:00
16089,0.9354,0.065,0.842,0.093,2018-06-04T03:00:00.000+03:00
16090,0.991,0.004,0.921,0.075,2018-06-04T03:00:00.000+03:00
16091,0.9976,0.006,0.822,0.172,2018-06-04T03:00:00.000+03:00
16092,-0.7856,0.173,0.69,0.137,2018-06-04T03:00:00.000+03:00
16093,0.9659,0.018,0.858,0.124,2018-06-04T03:00:00.000+03:00
16094,0.9253,0.017,0.916,0.067,2018-06-04T03:00:00.000+03:00
16095,0.9168,0.015,0.917,0.068,2018-06-04T03:00:00.000+03:00
16096,0.9943,0.064,0.785,0.151,2018-06-04T03:00:00.000+03:00
16097,0.996,0.039,0.875,0.086,2018-06-04T03:00:00.000+03:00
16098,0.7828,0.02,0.865,0.115,2018-06-04T03:00:00.000+03:00
16099,0.9252,0.018,0.934,0.048,2018-06-04T03:00:00.000+03:00
16100,0.939,0.0,0.838,0.162,2018-06-04T03:00:00.000+03:00
16101,0.9209,0.068,0.843,0.088,2018-06-04T03:00:00.000+03:00
16102,0.9792,0.012,0.876,0.112,2018-06-04T03:00:00.000+03:00
16103,0.9987,0.021,0.882,0.097,2018-06-04T03:00:00.000+03:00
16104,0.999,0.034,0.8,0.166,2018-06-04T03:00:00.000+03:00
16105,0.8765,0.055,0.862,0.083,2018-06-04T03:00:00.000+03:00
16106,0.9118,0.014,0.92,0.066,2018-06-04T03:00:00.000+03:00
16107,0.9118,0.014,0.92,0.066,2018-06-04T03:00:00.000+03:00
16108,0.9618,0.017,0.889,0.094,2018-06-04T03:00:00.000+03:00
16109,0.9527,0.014,0.894,0.092,2018-06-04T03:00:00.000+03:00
16110,0.0,0.0,1.0,0.0,2018-05-21T00:51:00.000+03:00
16111,0.0,0.0,1.0,0.0,2018-05-21T00:48:00.000+03:00
16112,0.976,0.028,0.748,0.224,2018-05-21T00:48:00.000+03:00
16113,0.9153,0.034,0.863,0.103,2018-05-21T00:43:00.000+03:00
16114,0.9153,0.034,0.863,0.103,2018-05-21T00:43:00.000+03:00
16115,0.9153,0.034,0.863,0.103,2018-05-21T00:43:00.000+03:00
16116,0.9153,0.034,0.863,0.103,2018-05-21T00:43:00.000+03:00
16117,0.9153,0.034,0.863,0.103,2018-05-21T00:43:00.000+03:00
16118,0.9935,0.05,0.854,0.095,2018-05-21T00:33:00.000+03:00
16119,-0.9576,0.117,0.821,0.062,2018-05-21T00:33:00.000+03:00
16120,0.9161,0.034,0.801,0.165,2018-05-21T00:31:00.000+03:00
16121,0.0,0.0,1.0,0.0,2018-05-21T00:30:00.000+03:00
16122,0.8945,0.036,0.892,0.072,2018-05-21T00:28:00.000+03:00
16123,0.9607,0.027,0.888,0.084,2018-05-21T00:16:00.000+03:00
16124,-0.8396,0.169,0.76,0.071,2018-05-21T00:16:00.000+03:00
16125,-0.7646,0.08,0.868,0.052,2018-05-21T00:12:00.000+03:00
16126,0.9608,0.073,0.833,0.095,2018-05-21T00:12:00.000+03:00
16127,0.0,0.0,1.0,0.0,2018-05-21T00:05:00.000+03:00
16128,0.0,0.074,0.837,0.089,2018-05-21T00:05:00.000+03:00
16129,-0.6696,0.115,0.816,0.069,2018-05-21T00:05:00.000+03:00
16130,0.3612,0.0,0.932,0.068,2018-05-21T00:02:00.000+03:00
16131,0.9692,0.065,0.823,0.111,2018-05-21T00:00:00.000+03:00
16132,0.2732,0.0,0.826,0.174,2018-05-20T23:56:00.000+03:00
16133,0.0,0.0,1.0,0.0,2018-05-20T23:56:00.000+03:00
16134,0.6529,0.049,0.871,0.08,2018-05-20T23:53:00.000+03:00
16135,0.5023,0.0,0.8,0.2,2018-05-20T23:46:00.000+03:00
16136,0.0,0.0,0.0,0.0,2018-05-20T23:45:00.000+03:00
16137,0.888,0.0,0.758,0.242,2018-05-20T23:42:00.000+03:00
16138,-0.6237,0.127,0.873,0.0,2018-05-20T23:40:00.000+03:00
16139,0.0,0.0,1.0,0.0,2018-05-20T23:39:00.000+03:00
16140,0.6908,0.0,0.908,0.092,2018-05-20T23:36:00.000+03:00
16141,0.8738,0.024,0.852,0.124,2018-05-20T23:32:00.000+03:00
16142,0.8738,0.024,0.852,0.124,2018-05-20T23:32:00.000+03:00
16143,0.9899,0.046,0.838,0.116,2018-05-20T23:32:00.000+03:00
16144,0.0,0.0,1.0,0.0,2018-05-20T23:30:00.000+03:00
16145,0.8825,0.067,0.838,0.095,2018-05-20T23:25:00.000+03:00
16146,0.4279,0.187,0.558,0.256,2018-05-20T23:23:00.000+03:00
16147,0.9766,0.0,0.914,0.086,2018-05-20T23:16:00.000+03:00
16148,0.9729,0.0,0.919,0.081,2018-05-20T23:16:00.000+03:00
16149,0.7003,0.0,0.907,0.093,2018-05-20T23:12:00.000+03:00
16150,0.0,0.0,0.0,0.0,2018-05-20T23:11:00.000+03:00
16151,0.0,0.0,0.0,0.0,2018-05-20T23:11:00.000+03:00
16152,0.0,0.0,1.0,0.0,2018-05-20T23:09:00.000+03:00
16153,0.0772,0.0,0.97,0.03,2018-05-20T23:04:00.000+03:00
16154,0.0,0.0,1.0,0.0,2018-05-20T23:04:00.000+03:00
16155,0.9876,0.022,0.83,0.147,2018-05-20T23:03:00.000+03:00
16156,0.0,0.0,1.0,0.0,2018-05-20T23:03:00.000+03:00
16157,0.8591,0.028,0.895,0.077,2018-05-20T23:00:00.000+03:00
16158,0.0,0.0,1.0,0.0,2018-05-20T23:00:00.000+03:00
16159,-0.7124,0.092,0.86,0.048,2018-05-20T22:58:00.000+03:00
16160,-0.1685,0.095,0.838,0.067,2018-05-20T22:58:00.000+03:00
16161,0.4753,0.083,0.651,0.266,2018-05-20T22:56:00.000+03:00
16162,-0.4215,0.14,0.787,0.073,2018-05-20T22:53:00.000+03:00
16163,0.296,0.0,0.951,0.049,2018-05-20T22:51:00.000+03:00
16164,0.9655,0.078,0.795,0.127,2018-05-20T22:51:00.000+03:00
16165,0.9593,0.075,0.809,0.116,2018-05-20T22:51:00.000+03:00
16166,0.7906,0.108,0.67,0.222,2018-05-20T22:45:00.000+03:00
16167,0.0,0.0,0.0,0.0,2018-05-20T22:43:00.000+03:00
16168,0.9744,0.0,0.86,0.14,2018-05-20T22:43:00.000+03:00
16169,0.0,0.0,1.0,0.0,2018-05-20T22:42:00.000+03:00
16170,0.0,0.0,1.0,0.0,2018-05-20T22:41:00.000+03:00
16171,0.0,0.0,1.0,0.0,2018-05-20T22:40:00.000+03:00
16172,0.9666,0.0,0.84,0.16,2018-05-20T22:37:00.000+03:00
16173,0.999,0.011,0.842,0.147,2018-05-20T22:35:00.000+03:00
16174,0.0387,0.0,0.839,0.161,2018-05-20T22:35:00.000+03:00
16175,0.0,0.0,1.0,0.0,2018-05-20T22:34:00.000+03:00
16176,0.0,0.0,1.0,0.0,2018-05-20T22:30:00.000+03:00
16177,-0.4019,0.056,0.944,0.0,2018-05-20T22:26:00.000+03:00
16178,0.757,0.092,0.687,0.221,2018-05-20T22:25:00.000+03:00
16179,0.9954,0.015,0.885,0.1,2018-05-20T22:22:00.000+03:00
16180,0.0,0.0,0.0,0.0,2018-05-20T22:22:00.000+03:00
16181,0.9729,0.0,0.79,0.21,2018-05-20T22:20:00.000+03:00
16182,0.3818,0.0,0.854,0.146,2018-05-20T22:19:00.000+03:00
16183,0.9838,0.0,0.442,0.558,2018-05-20T22:16:00.000+03:00
16184,0.9954,0.015,0.885,0.1,2018-05-20T22:16:00.000+03:00
16185,-0.896,0.149,0.836,0.014,2018-05-20T22:16:00.000+03:00
16186,0.9939,0.018,0.877,0.105,2018-05-20T22:15:00.000+03:00
16187,0.0,0.0,1.0,0.0,2018-05-20T22:14:00.000+03:00
16188,-0.1779,0.029,0.948,0.023,2018-05-20T22:12:00.000+03:00
16189,0.0,0.0,1.0,0.0,2018-05-20T22:11:00.000+03:00
